author,location,lat,lon
@AnnaAnthony_,"Memphis,Tennessee,United States of America",35.1047,-89.9773
@Cstefaniie,"San Francisco,California,United States of America",37.7562,-122.4430
@juandissnuts,"Sacramento,California,United States of America",38.5667,-121.4683
@BostonAbrams,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@dahbabyslut,"Los Angeles,California,United States of America",34.1139,-118.4068
@caroldj,"New York,New York,United States of America",40.6943,-73.9249
@SeABaSS3386,"Miami,Florida,United States of America",25.7840,-80.2102
@Lddbabyy,"Irvine,California,United States of America",33.6772,-117.7738
@EllisMontague,"Logan,Utah,United States of America",41.7402,-111.8419
@bigsecy633,"New York,New York,United States of America",40.6943,-73.9249
@MagelanGroupINS,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@SIDrunks,"Carbondale,Illinois,United States of America",37.7220,-89.2238
@JohnnyFwilde,"San Diego,California,United States of America",32.8312,-117.1226
@IsaiahFrazier3,"Birmingham,Alabama,United States of America",33.5276,-86.7988
@Libideology,"Los Angeles,California,United States of America",34.1139,-118.4068
@har067014,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@RippeyB,"New York,New York,United States of America",40.6943,-73.9249
@AprilGreen93,"New York,New York,United States of America",40.6943,-73.9249
@VR46_NH69,"Milwaukee,Wisconsin,United States of America",43.0640,-87.9669
@ArtistGeneral,"San Francisco,California,United States of America",37.7562,-122.4430
@DWalters00,"Los Angeles,California,United States of America",34.1139,-118.4068
@jstolle,"San Francisco,California,United States of America",37.7562,-122.4430
@RaulAOrtizJr,"Corpus Christi,Texas,United States of America",27.7173,-97.3822
@dab0neman,"San Diego,California,United States of America",32.8312,-117.1226
@MissGRod,"Tampa,Florida,United States of America",27.9937,-82.4454
@e_m_s_1997,"Houston,Texas,United States of America",29.7868,-95.3905
@TrishR1972,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@Habanadah,"Tulsa,Oklahoma,United States of America",36.1284,-95.9042
@globalnirvana,"Fayetteville,Arkansas,United States of America",36.0713,-94.1660
@RichardWRamsey,"Eau Claire,Wisconsin,United States of America",44.8203,-91.4951
@Bogster4,"Cleveland,Ohio,United States of America",41.4767,-81.6805
@deedlesroom,"Dallas,Texas,United States of America",32.7937,-96.7662
@beverlyvotaw,"Louisville,Kentucky,United States of America",38.1662,-85.6488
@ABorego,"Los Angeles,California,United States of America",34.1139,-118.4068
@emleonard66,"Murfreesboro,Tennessee,United States of America",35.8493,-86.4098
@NW_Ginger,"Seattle,Washington,United States of America",47.6211,-122.3244
@razor7578,"Grand Rapids,Michigan,United States of America",42.9615,-85.6557
@Artemio70,"Kennewick,Washington,United States of America",46.1979,-119.1732
@anapines1,"San Francisco,California,United States of America",37.7562,-122.4430
@Mr_OG_Min_Pin,"Sacramento,California,United States of America",38.5667,-121.4683
@Rubyzwriter1,"Dallas,Texas,United States of America",32.7937,-96.7662
@VinVinPhilly,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@janwil7117,"Los Angeles,California,United States of America",34.1139,-118.4068
@DanielShuey95,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@JohnBadger41,"Irvine,California,United States of America",33.6772,-117.7738
@USElves,"New York,New York,United States of America",40.6943,-73.9249
@pribom10,"New York,New York,United States of America",40.6943,-73.9249
@rja_360,"Miami,Florida,United States of America",25.7840,-80.2102
@EricArway,"Chicago,Illinois,United States of America",41.8373,-87.6861
@MegSherlock,"New York,New York,United States of America",40.6943,-73.9249
@Suethom25331521,"Grand Forks,North Dakota,United States of America",47.9223,-97.0887
@MarionEstill,"Mobile,Alabama,United States of America",30.6783,-88.1162
@mashley74,"New Braunfels,Texas,United States of America",29.6995,-98.1153
@TrishQuade,"Orlando,Florida,United States of America",28.4788,-81.3420
@Fotoartiste,"San Francisco,California,United States of America",37.7562,-122.4430
@melbuns,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@veronicainftl,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@yorgolex,"Bend,Oregon,United States of America",44.0562,-121.3087
@commonedition,"Provo,Utah,United States of America",40.2458,-111.6457
@LittleNecker,"New York,New York,United States of America",40.6943,-73.9249
@ing_lele,"Seattle,Washington,United States of America",47.6211,-122.3244
@babylon151,"Erie,Pennsylvania,United States of America",42.1168,-80.0733
@purplelover410,"Kansas City,Kansas,United States of America",39.1234,-94.7443
@Curliedog,"San Antonio,Texas,United States of America",29.4722,-98.5247
@kathy_levy,"Palm Springs,California,United States of America",33.8013,-116.5381
@ta_brookhart,"Parkersburg,West Virginia,United States of America",39.2623,-81.5419
@apie105,"Sacramento,California,United States of America",38.5667,-121.4683
@cbslbrn64,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@dawnaaron72,"Indianapolis,Indiana,United States of America",39.7771,-86.1458
@MauraKellyMedia,"New York,New York,United States of America",40.6943,-73.9249
@priralyn,"Annapolis,Maryland,United States of America",38.9706,-76.5047
@Arben,"New York,New York,United States of America",40.6943,-73.9249
@classenj,"Houston,Texas,United States of America",29.7868,-95.3905
@zonkerabf,"New York,New York,United States of America",40.6943,-73.9249
@GregTodd_,"Carbondale,Illinois,United States of America",37.7220,-89.2238
@TuQuoque7,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@dsimonuk,"Los Angeles,California,United States of America",34.1139,-118.4068
@GoobersGems,"New York,New York,United States of America",40.6943,-73.9249
@toddwestindy,"Indianapolis,Indiana,United States of America",39.7771,-86.1458
@highat9000,"Pueblo,Colorado,United States of America",38.2701,-104.6131
@softbinary_ng,"Dubuque,Iowa,United States of America",42.5007,-90.7067
@GMendoza76,"Los Angeles,California,United States of America",34.1139,-118.4068
@fed_up_to_here,"Savannah,Georgia,United States of America",32.0282,-81.1786
@NateShock,"Norman,Oklahoma,United States of America",35.2335,-97.3471
@Pinkfox53,"Irvine,California,United States of America",33.6772,-117.7738
@un_de_fora,"Chicago,Illinois,United States of America",41.8373,-87.6861
@photomeike,"Tacoma,Washington,United States of America",47.2431,-122.4531
@FemenistmamaR,"Los Angeles,California,United States of America",34.1139,-118.4068
@savior1022,"Los Angeles,California,United States of America",34.1139,-118.4068
@SavvySurvivor,"Canton,Ohio,United States of America",40.8076,-81.3677
@kyhoving,"New York,New York,United States of America",40.6943,-73.9249
@TwistImages,"Los Angeles,California,United States of America",34.1139,-118.4068
@tcottagebakery,"Dallas,Texas,United States of America",32.7937,-96.7662
@jspringer415,"Rochester,Minnesota,United States of America",44.0151,-92.4778
@WilliamDominic,"San Francisco,California,United States of America",37.7562,-122.4430
@MarkRpuente,"Los Angeles,California,United States of America",34.1139,-118.4068
@1984Mikae,"New York,New York,United States of America",40.6943,-73.9249
@TrevorAchilles1,"Charlottesville,Virginia,United States of America",38.0375,-78.4855
@michaelbloombe6,"New York,New York,United States of America",40.6943,-73.9249
@Nima69,"Los Angeles,California,United States of America",34.1139,-118.4068
@FanFunWithArt,"West Palm Beach,Florida,United States of America",26.7467,-80.1314
@superkicksy,"Chicago,Illinois,United States of America",41.8373,-87.6861
@THEmosesjoseph,"Chicago,Illinois,United States of America",41.8373,-87.6861
@Observa73524977,"Columbus,Ohio,United States of America",39.9860,-82.9852
@jc_dehart,"Vallejo,California,United States of America",38.1133,-122.2359
@bo_palinic,"Los Angeles,California,United States of America",34.1139,-118.4068
@bigblack1492,"Toledo,Ohio,United States of America",41.6639,-83.5822
@lazs91,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@breng0221,"Joliet,Illinois,United States of America",41.5193,-88.1501
@Mford74,"New York,New York,United States of America",40.6943,-73.9249
@medinaxale,"Lancaster,California,United States of America",34.6934,-118.1753
@BAuernik,"Pittsburgh,Pennsylvania,United States of America",40.4396,-79.9763
@RonLais,"San Bernardino,California,United States of America",34.1412,-117.2936
@almaflo00,"Dallas,Texas,United States of America",32.7937,-96.7662
@bigphilsparade,"Dallas,Texas,United States of America",32.7937,-96.7662
@P_Sebastiani,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@bvankadara,"Trenton,New Jersey,United States of America",40.2237,-74.7640
@whairat,"Irvine,California,United States of America",33.6772,-117.7738
@MikeDSully,"Providence,Rhode Island,United States of America",41.8229,-71.4186
@DepaTony,"Los Angeles,California,United States of America",34.1139,-118.4068
@Irishteach85,"Tampa,Florida,United States of America",27.9937,-82.4454
@Gray_J73,"Youngstown,Ohio,United States of America",41.0993,-80.6463
@AquinoStephen,"Chicago,Illinois,United States of America",41.8373,-87.6861
@Rags8,"Irvine,California,United States of America",33.6772,-117.7738
@ChefJohnTesar,"Dallas,Texas,United States of America",32.7937,-96.7662
@Mstaken2u,"West Palm Beach,Florida,United States of America",26.7467,-80.1314
@Mariaelvira2013,"Miami,Florida,United States of America",25.7840,-80.2102
@adkny,"Portland,Oregon,United States of America",45.5372,-122.6500
@TexasMa80834181,"San Antonio,Texas,United States of America",29.4722,-98.5247
@allynicoleg,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@joblesspoker,"Los Angeles,California,United States of America",34.1139,-118.4068
@jabandsam,"Eau Claire,Wisconsin,United States of America",44.8203,-91.4951
@rckennard,"Las Vegas,Nevada,United States of America",36.2291,-115.2607
@Daniell75429426,"Springfield,Massachusetts,United States of America",42.1155,-72.5395
@Petgranny,"Memphis,Tennessee,United States of America",35.1047,-89.9773
@Crossy_25,"Chicago,Illinois,United States of America",41.8373,-87.6861
@L_Motts,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@NUPEsupreme,"Los Angeles,California,United States of America",34.1139,-118.4068
@KordaSylvester,"Los Angeles,California,United States of America",34.1139,-118.4068
@Virgini56850121,"San Francisco,California,United States of America",37.7562,-122.4430
@BrantMoore57821,"Myrtle Beach,South Carolina,United States of America",33.7096,-78.8843
@daevtara,"Los Angeles,California,United States of America",34.1139,-118.4068
@thurnispalmer,"Tucson,Arizona,United States of America",32.1546,-110.8782
@RandyCubs2317,"Lawton,Oklahoma,United States of America",34.6171,-98.4204
@GodzIMAGINARY,"Seattle,Washington,United States of America",47.6211,-122.3244
@a16driggers,"Nashville,Tennessee,United States of America",36.1714,-86.7844
@tomigoldnet,"Conroe,Texas,United States of America",30.3220,-95.4807
@seandoggz,"New York,New York,United States of America",40.6943,-73.9249
@JJAlwaysON,"New York,New York,United States of America",40.6943,-73.9249
@mrhesse33,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@wavyDREADS,"New York,New York,United States of America",40.6943,-73.9249
@troiansxbells,"San Jose,California,United States of America",37.3018,-121.8485
@JohnGavelek,"Appleton,Wisconsin,United States of America",44.2774,-88.3894
@krallison,"Las Vegas,Nevada,United States of America",36.2291,-115.2607
@StoweDena,"Lake Charles,Louisiana,United States of America",30.2030,-93.2150
@jojocat19,"Cleveland,Ohio,United States of America",41.4767,-81.6805
@DauseDuVall,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@sailwestmac,"Buffalo,New York,United States of America",42.9017,-78.8487
@ninomiya_kichik,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@nkirukabee,"New York,New York,United States of America",40.6943,-73.9249
@gary_mayfield13,"Salt Lake City,Utah,United States of America",40.7774,-111.9301
@Philosophizer17,"Springfield,Missouri,United States of America",37.1943,-93.2915
@DJohnson0514,"Denton,Texas,United States of America",33.2176,-97.1421
@AndresenJohn,"Peoria,Illinois,United States of America",40.7520,-89.6155
@pembrokejoe1,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@annwalter_ann,"Chattanooga,Tennessee,United States of America",35.0657,-85.2488
@jenny_bruso,"Portland,Oregon,United States of America",45.5372,-122.6500
@Mattsmith535,"New York,New York,United States of America",40.6943,-73.9249
@clayplowman,"Los Angeles,California,United States of America",34.1139,-118.4068
@bigbrotherjake,"Los Angeles,California,United States of America",34.1139,-118.4068
@iluvjerrygarcia,"Los Angeles,California,United States of America",34.1139,-118.4068
@pjanikowski,"Seattle,Washington,United States of America",47.6211,-122.3244
@siboost93,"Wilmington,North Carolina,United States of America",34.2100,-77.8860
@SusanTaylorSD,"San Diego,California,United States of America",32.8312,-117.1226
@HorrorMatt,"New York,New York,United States of America",40.6943,-73.9249
@nalley_a,"Santa Barbara,California,United States of America",34.4285,-119.7202
@edgardus3000,"Charlotte,North Carolina,United States of America",35.2079,-80.8303
@Oscarchm90003,"Los Angeles,California,United States of America",34.1139,-118.4068
@Gabriel25484774,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@DL1953,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@CelticlionessG,"San Diego,California,United States of America",32.8312,-117.1226
@johnintampa,"Tampa,Florida,United States of America",27.9937,-82.4454
@OryBri,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@kalel6686,"San Antonio,Texas,United States of America",29.4722,-98.5247
@willteach4food,"Los Angeles,California,United States of America",34.1139,-118.4068
@rose_sarria,"Irvine,California,United States of America",33.6772,-117.7738
@DontDeflect,"San Jose,California,United States of America",37.3018,-121.8485
@sirbeast1269,"Kansas City,Kansas,United States of America",39.1234,-94.7443
@EventSupplier,"San Diego,California,United States of America",32.8312,-117.1226
@ICUFamous,"Los Angeles,California,United States of America",34.1139,-118.4068
@ProjectPhilly,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@christianrx7,"San Diego,California,United States of America",32.8312,-117.1226
@JohnJRuggeri,"Chicago,Illinois,United States of America",41.8373,-87.6861
@lambaren_edward,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@dixie600mhz,"Austin,Texas,United States of America",30.3006,-97.7517
@erickolson,"Honolulu,Hawaii,United States of America",21.3294,-157.8460
@Vivian95497428,"McAllen,Texas,United States of America",26.2325,-98.2467
@KeithMalley,"New York,New York,United States of America",40.6943,-73.9249
@thatsdopeash,"Salinas,California,United States of America",36.6881,-121.6316
@Jeffrey86437753,"Tucson,Arizona,United States of America",32.1546,-110.8782
@jmpannozzo,"West Palm Beach,Florida,United States of America",26.7467,-80.1314
@atypicalblonde,"Honolulu,Hawaii,United States of America",21.3294,-157.8460
@HomerintheHill,"Irvine,California,United States of America",33.6772,-117.7738
@OACooper,"Dallas,Texas,United States of America",32.7937,-96.7662
@SpriteWrite,"Los Angeles,California,United States of America",34.1139,-118.4068
@cjccle,"Cleveland,Ohio,United States of America",41.4767,-81.6805
@WesleyDuncan3,"Des Moines,Iowa,United States of America",41.5725,-93.6104
@KCMeadows1,"Ukiah,California,United States of America",39.1462,-123.2104
@historynerd17,"McAllen,Texas,United States of America",26.2325,-98.2467
@InsideAdmission,"Worcester,Massachusetts,United States of America",42.2705,-71.8079
@Black_Ceez,"Cincinnati,Ohio,United States of America",39.1412,-84.5059
@JoeWAtAFSCME,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@mlosan,"Austin,Texas,United States of America",30.3006,-97.7517
@zendude16,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@Nickcherryhill,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@mark2061,"Saratoga Springs,New York,United States of America",43.0674,-73.7775
@mrice3,"Los Angeles,California,United States of America",34.1139,-118.4068
@vishalgpt189,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@JuanD38,"New York,New York,United States of America",40.6943,-73.9249
@Jeff_Melland,"Honolulu,Hawaii,United States of America",21.3294,-157.8460
@Sue4allofus,"New York,New York,United States of America",40.6943,-73.9249
@NiaW3ston15,"Charlotte,North Carolina,United States of America",35.2079,-80.8303
@BigToneinEV,"San Bernardino,California,United States of America",34.1412,-117.2936
@RangerGrofaz,"Seattle,Washington,United States of America",47.6211,-122.3244
@KevinMSlee,"Los Angeles,California,United States of America",34.1139,-118.4068
@naolicious,"San Francisco,California,United States of America",37.7562,-122.4430
@eyemagistus,"Oklahoma City,Oklahoma,United States of America",35.4676,-97.5136
@juttaver1,"Saratoga Springs,New York,United States of America",43.0674,-73.7775
@gooleymichael,"Los Angeles,California,United States of America",34.1139,-118.4068
@fancypantsLATX,"Austin,Texas,United States of America",30.3006,-97.7517
@SheaOlcheski,"New York,New York,United States of America",40.6943,-73.9249
@MMinevich,"New York,New York,United States of America",40.6943,-73.9249
@solidyockes,"San Diego,California,United States of America",32.8312,-117.1226
@rghvw62,"Tucson,Arizona,United States of America",32.1546,-110.8782
@JohnnyR27340249,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@sarahvermont802,"Burlington,Vermont,United States of America",44.4877,-73.2314
@AdelinaMS18,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@Alday01,"Seattle,Washington,United States of America",47.6211,-122.3244
@zahca1972,"New York,New York,United States of America",40.6943,-73.9249
@Markkedziora23,"Spokane,Washington,United States of America",47.6671,-117.4330
@neroblackout,"Los Angeles,California,United States of America",34.1139,-118.4068
@999MtrsportsUSA,"Lancaster,California,United States of America",34.6934,-118.1753
@gmacgrl,"Sheboygan,Wisconsin,United States of America",43.7447,-87.7322
@sandrap93333057,"Omaha,Nebraska,United States of America",41.2628,-96.0495
@larry_maxon,"New York,New York,United States of America",40.6943,-73.9249
@KidWebblan,"New York,New York,United States of America",40.6943,-73.9249
@24Roses,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@justinenis,"Seattle,Washington,United States of America",47.6211,-122.3244
@RobertinLALA,"Los Angeles,California,United States of America",34.1139,-118.4068
@theatretroll,"Knoxville,Tennessee,United States of America",35.9692,-83.9495
@SaraAyres5,"Dallas,Texas,United States of America",32.7937,-96.7662
@crzydogmom68,"Albuquerque,New Mexico,United States of America",35.1053,-106.6464
@curtwestlake,"Greenville,South Carolina,United States of America",34.8363,-82.3650
@BobHerbstman,"Santa Rosa,California,United States of America",38.4465,-122.7060
@tere1492,"Laredo,Texas,United States of America",27.5616,-99.4870
@barbvme2,"Los Angeles,California,United States of America",34.1139,-118.4068
@BobGoble,"Nashville,Tennessee,United States of America",36.1714,-86.7844
@mothrflunkr,"Lynchburg,Virginia,United States of America",37.4003,-79.1908
@nano_unanue,"Chicago,Illinois,United States of America",41.8373,-87.6861
@klovelock3,"Los Angeles,California,United States of America",34.1139,-118.4068
@sundaisy456,"Salem,Oregon,United States of America",44.9232,-123.0245
@vickyamber924,"Los Angeles,California,United States of America",34.1139,-118.4068
@JAfredderf,"Chicago,Illinois,United States of America",41.8373,-87.6861
@mhplatten,"Sacramento,California,United States of America",38.5667,-121.4683
@sharonleeann26,"Springfield,Massachusetts,United States of America",42.1155,-72.5395
@Catscan314,"Pittsburgh,Pennsylvania,United States of America",40.4396,-79.9763
@scottmescudi420,"Austin,Texas,United States of America",30.3006,-97.7517
@thBasicPrincess,"New York,New York,United States of America",40.6943,-73.9249
@Christi81651354,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@michael57857000,"Portland,Oregon,United States of America",45.5372,-122.6500
@Tonyotr313,"New York,New York,United States of America",40.6943,-73.9249
@SeeKatzTweet,"Austin,Texas,United States of America",30.3006,-97.7517
@BigDDotson,"Las Cruces,New Mexico,United States of America",32.3265,-106.7893
@bosco3509,"Buffalo,New York,United States of America",42.9017,-78.8487
@KleinmanSandi,"New York,New York,United States of America",40.6943,-73.9249
@verdusco01,"San Jose,California,United States of America",37.3018,-121.8485
@eversollae,"Bloomington,Indiana,United States of America",39.1637,-86.5256
@laxman0212,"Columbus,Ohio,United States of America",39.9860,-82.9852
@Shirley_Perez,"Racine,Wisconsin,United States of America",42.7274,-87.8135
@Sensa328,"Buffalo,New York,United States of America",42.9017,-78.8487
@laurabieluczyk,"Burlington,Vermont,United States of America",44.4877,-73.2314
@lahomar,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@HinesDianne,"Wilmington,North Carolina,United States of America",34.2100,-77.8860
@truthdaddynyc,"New York,New York,United States of America",40.6943,-73.9249
@bcharri48,"Dallas,Texas,United States of America",32.7937,-96.7662
@amiryordi,"Miami,Florida,United States of America",25.7840,-80.2102
@ed080850,"Harrisburg,Pennsylvania,United States of America",40.2752,-76.8843
@Garyreichow1,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@suzennyc,"New York,New York,United States of America",40.6943,-73.9249
@scroughy,"Seattle,Washington,United States of America",47.6211,-122.3244
@JamesC518,"New York,New York,United States of America",40.6943,-73.9249
@Patta47cake,"Stamford,Connecticut,United States of America",41.1036,-73.5583
@cam294cam,"Detroit,Michigan,United States of America",42.3834,-83.1024
@emk503,"Cleveland,Ohio,United States of America",41.4767,-81.6805
@oksanamelnychuk,"New York,New York,United States of America",40.6943,-73.9249
@RickGrabowski,"Erie,Pennsylvania,United States of America",42.1168,-80.0733
@JimmyNuge,"New York,New York,United States of America",40.6943,-73.9249
@nanoBEERS,"Norfolk,Virginia,United States of America",36.8945,-76.2590
@muffinboy10,"New York,New York,United States of America",40.6943,-73.9249
@ChavarriaanaAna,"Laredo,Texas,United States of America",27.5616,-99.4870
@samanthalavin,"Los Angeles,California,United States of America",34.1139,-118.4068
@Ash_theCrash,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@crawl_marlene,"Raleigh,North Carolina,United States of America",35.8323,-78.6439
@BillMah09828137,"Los Angeles,California,United States of America",34.1139,-118.4068
@jumperl,"Little Rock,Arkansas,United States of America",34.7255,-92.3581
@truesdell1,"Pittsburgh,Pennsylvania,United States of America",40.4396,-79.9763
@vetmicrodoc,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@yanagee78,"Baltimore,Maryland,United States of America",39.3051,-76.6144
@Kyrose910,"Louisville,Kentucky,United States of America",38.1662,-85.6488
@8BallSportsShow,"Los Angeles,California,United States of America",34.1139,-118.4068
@Dee_skieMar,"Chicago,Illinois,United States of America",41.8373,-87.6861
@showusyourwork,"New York,New York,United States of America",40.6943,-73.9249
@sommeliermarc,"San Francisco,California,United States of America",37.7562,-122.4430
@elccollins,"New York,New York,United States of America",40.6943,-73.9249
@AlmaIzquierdo,"Chicago,Illinois,United States of America",41.8373,-87.6861
@Loraxpro,"Los Angeles,California,United States of America",34.1139,-118.4068
@antesterina_42,"Los Angeles,California,United States of America",34.1139,-118.4068
@vaughn_bill,"San Francisco,California,United States of America",37.7562,-122.4430
@LBreard,"Las Vegas,Nevada,United States of America",36.2291,-115.2607
@RealYaverbaum,"New York,New York,United States of America",40.6943,-73.9249
@EveHigdon,"Austin,Texas,United States of America",30.3006,-97.7517
@killawill1,"New York,New York,United States of America",40.6943,-73.9249
@billmaher,"Los Angeles,California,United States of America",34.1139,-118.4068
@TeresaMac2009,"Portland,Oregon,United States of America",45.5372,-122.6500
@avilesdylen,"New York,New York,United States of America",40.6943,-73.9249
@AkilahObviously,"New York,New York,United States of America",40.6943,-73.9249
@ussrminder,"New York,New York,United States of America",40.6943,-73.9249
@gamer_liberal,"San Francisco,California,United States of America",37.7562,-122.4430
@EduardoPradoTV,"Miami,Florida,United States of America",25.7840,-80.2102
@TomSanko,"Seattle,Washington,United States of America",47.6211,-122.3244
@BelcherMontez,"San Diego,California,United States of America",32.8312,-117.1226
@MizWickham,"El Paso,Texas,United States of America",31.8479,-106.4309
@MaryeHelms,"Grand Junction,Colorado,United States of America",39.0878,-108.5673
@hisbbp,"Huntsville,Alabama,United States of America",34.6989,-86.6414
@elinar1,"Chicago,Illinois,United States of America",41.8373,-87.6861
@ItsOhSoAriy,"San Francisco,California,United States of America",37.7562,-122.4430
@myboynick98,"Los Angeles,California,United States of America",34.1139,-118.4068
@TiptonWarren,"Gary,Indiana,United States of America",41.5906,-87.3472
@batesmotel1128,"New York,New York,United States of America",40.6943,-73.9249
@skinnygirluver,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@vp1008,"Chicago,Illinois,United States of America",41.8373,-87.6861
@validuenas,"Palm Springs,California,United States of America",33.8013,-116.5381
@RitaInSB,"Melbourne,Florida,United States of America",28.1084,-80.6628
@almadacs4,"Los Angeles,California,United States of America",34.1139,-118.4068
@truewestny,"New York,New York,United States of America",40.6943,-73.9249
@brittballard,"New York,New York,United States of America",40.6943,-73.9249
@TwoHeadVideo,"Gainesville,Florida,United States of America",29.6808,-82.3455
@EzekielCrespo,"Los Angeles,California,United States of America",34.1139,-118.4068
@gussy173,"Austin,Texas,United States of America",30.3006,-97.7517
@DjDubuacii,"Charlotte,North Carolina,United States of America",35.2079,-80.8303
@speaksoftdun,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@para_clutch,"Pittsburgh,Pennsylvania,United States of America",40.4396,-79.9763
@best_au,"New York,New York,United States of America",40.6943,-73.9249
@melissacapista,"New York,New York,United States of America",40.6943,-73.9249
@Shelleyfur,"Tucson,Arizona,United States of America",32.1546,-110.8782
@debrafurtado,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@GoatExcellent,"San Francisco,California,United States of America",37.7562,-122.4430
@slumsauce,"Honolulu,Hawaii,United States of America",21.3294,-157.8460
@Disgeekdad,"Grand Junction,Colorado,United States of America",39.0878,-108.5673
@ChristopherRude,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@BowmanNancy,"New York,New York,United States of America",40.6943,-73.9249
@DEBDUNN13,"New York,New York,United States of America",40.6943,-73.9249
@setjeff,"San Francisco,California,United States of America",37.7562,-122.4430
@AffinityImage,"Boise,Idaho,United States of America",43.6006,-116.2316
@CareraSaidSo,"Dallas,Texas,United States of America",32.7937,-96.7662
@thatellabitch,"Portland,Oregon,United States of America",45.5372,-122.6500
@ron_humphrey,"Augusta,Georgia,United States of America",33.3645,-82.0708
@ArnouxTamu,"New York,New York,United States of America",40.6943,-73.9249
@lpoolfc18,"Portland,Oregon,United States of America",45.5372,-122.6500
@juankro93,"Irvine,California,United States of America",33.6772,-117.7738
@AlphaKingsRise,"Miami,Florida,United States of America",25.7840,-80.2102
@ericcockrell,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@gapeachy4u,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@Deb777,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@JackieM628,"New York,New York,United States of America",40.6943,-73.9249
@lydia_shanen,"New York,New York,United States of America",40.6943,-73.9249
@_Ivan_Duran,"New York,New York,United States of America",40.6943,-73.9249
@DdubsbadPauli,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@Sanjuanitavill1,"Pasadena,Texas,United States of America",29.6584,-95.1499
@jcyman1968,"Spartanburg,South Carolina,United States of America",34.9437,-81.9257
@SissyLea9091,"Grand Junction,Colorado,United States of America",39.0878,-108.5673
@edryan1955,"Sacramento,California,United States of America",38.5667,-121.4683
@dgarrick5534,"Tampa,Florida,United States of America",27.9937,-82.4454
@Denise_and_Ross,"Austin,Texas,United States of America",30.3006,-97.7517
@cpr59545,"Richmond,Virginia,United States of America",37.5295,-77.4756
@trackstracker69,"Denver,Colorado,United States of America",39.7621,-104.8759
@pharmllc,"Indianapolis,Indiana,United States of America",39.7771,-86.1458
@CubFan082,"Joliet,Illinois,United States of America",41.5193,-88.1501
@JimFortner2,"Charlotte,North Carolina,United States of America",35.2079,-80.8303
@ALT929boston,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@JordonBoyle,"Chicago,Illinois,United States of America",41.8373,-87.6861
@Spireship,"Honolulu,Hawaii,United States of America",21.3294,-157.8460
@integritynow22,"Oceanside,California,United States of America",33.2247,-117.3083
@2shaylopez,"Los Angeles,California,United States of America",34.1139,-118.4068
@jackieaz0306,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@ArchimedesScroo,"Austin,Texas,United States of America",30.3006,-97.7517
@fleetus68,"Nashville,Tennessee,United States of America",36.1714,-86.7844
@jmkurkjian,"San Francisco,California,United States of America",37.7562,-122.4430
@GIGIP0831,"Miami,Florida,United States of America",25.7840,-80.2102
@sharonreader,"San Francisco,California,United States of America",37.7562,-122.4430
@AlyssaDoolen,"Yuma,Arizona,United States of America",32.5991,-114.5488
